Event,Date,Vol_Before_20d_%,Vol_After_20d_%,Change_pct
COVID_Crash,2020-03-23,18.58165529535363,50.521270324210576,171.8878890022435
RBI_Rate_Cut,2020-05-22,51.28124975560681,20.052700961116415,-60.89662194918726
Ukraine_War,2022-02-24,17.677921149601158,21.924086717086723,24.019597844972644
