Date,NIFTY50,BankNifty,SPY,IndiaVIX
2015-01-01,,,,
2015-01-02,,-0.08537958001396935,0.016258882785734795,
2015-01-05,-0.018224651130920838,0.025045991145729144,-0.002122162085111639,-0.0020329035926431203
2015-01-06,-0.009463560552420657,0.20790437867377712,-0.03133395621252254,-0.030422082918029548
2015-01-07,0.01238385491971154,0.040500435236234415,-0.006887165908759215,-0.0031116297926513815
2015-01-08,0.017589328914352123,-0.096578908541399,0.021465173054110352,0.01622144246054657
2015-01-09,-0.008045743489297994,-0.031454908087043675,-0.003436181973791989,0.006041557177687999
2015-01-12,-0.007864210061781623,0.009354640663561346,0.00847380806230481,0.004636467736743234
2015-01-13,-0.0028170006051353473,0.022707261629018177,-0.004727596018125373,-0.0028394966643650508
2015-01-14,-0.0060553171493522165,0.045664646772965445,-0.005542596222058748,-0.0026362628028638235
2015-01-15,-0.009202972645746923,-0.06527309982673943,0.03339952376298316,0.025830729950324278
2015-01-16,0.013029319324076414,0.06643187501425013,-0.0006500538199214008,0.0023106162211340322
2015-01-19,,0.0217648431014105,0.009469619688316631,0.004324820315931695
2015-01-20,,-0.02176484310141046,0.018431451161048117,0.01680393189462208
2015-01-21,0.005035260938034785,0.025158481434359174,0.0038474941100487747,0.003890988763950604
2015-01-22,0.014761623315387966,0.04741795883156946,0.0037423393205770167,0.003647659672542357
2015-01-23,-0.005497721716315164,-0.03730549552709322,0.007754441203035861,0.008433216854945564
2015-01-26,0.0023387034843341914,,,
2015-01-27,-0.01327824017330445,,,
2015-01-28,-0.01290697991537304,0.08880635249485111,-0.003094052569624277,0.0004263503418490414
2015-01-29,0.009200781411924312,-0.017347381241214523,0.001796671542377575,0.0042593170470792705
2015-01-30,-0.012654102028555776,0.0373780766528954,-0.03392992758690073,-0.016153405638702815
2015-02-02,0.012307409218995447,0.011828613596953624,0.001115630574558539,-0.0013063506955069547
2015-02-03,0.014357672601353325,-0.029838135594151716,-0.0246109271268577,-0.004654298232220474
2015-02-04,-0.003815120780415441,0.01204228194926649,-0.01083860311743135,-0.0037584872121479928
2015-02-05,0.010044681639491144,0.028032403588049353,-0.00638831192464558,-0.0013765100457609084
2015-02-06,-0.0027691526499453653,0.0033889982810220505,-0.014017783118366664,-0.005831032408607971
2015-02-09,-0.004485733784450758,0.062300634513268685,-0.020589300423329408,-0.015674617197285398
2015-02-10,0.010596556742800758,-0.038421754599581935,0.01876722496607832,0.004586999150377187
2015-02-11,0.0005800063810103446,-0.033104511339130234,0.009991302751564141,0.007194908616778425
2015-02-12,0.009570978288612458,-0.016724450510038458,0.00986622240402912,0.009706478627223793
2015-02-13,0.004108062924027441,-0.002980601590700795,0.012525416277943655,0.010726817268910518
2015-02-16,,0.03567441756656191,-0.00932329215553423,0.0004370868354434235
2015-02-17,,,,
2015-02-18,9.514328607966302e-05,,,
2015-02-19,-0.0007141902586348453,-0.02469262399250362,-0.0056229371584726635,0.0029497438893496893
2015-02-20,0.005982811517950471,0.041762768583035674,-0.005998229301707132,-0.006960437077779418
2015-02-23,-0.00014192470067958887,0.016783550431746872,-0.008431908883543004,-0.008943311319236858
2015-02-24,0.0028366747339854128,-0.0037054200189235074,-0.0015661480483459501,0.0008162806567537197
2015-02-25,-0.0008504277323098965,-0.03638476243187652,-0.008015056715148473,0.0005876305610850604
2015-02-26,-0.0011816340067884068,-0.009671292015941968,-0.010461348920496856,-0.009558254487962844
2015-02-27,-0.003412211934575943,-0.05032196088479134,0.028526890428039197,0.018342125395864908
2015-03-02,0.006293891877029394,-0.21082824142314338,0.04778220183800946,0.012600378838793266
2015-03-03,-0.004112537032274923,-0.02297488473810581,-0.002346849155992095,0.00440038586730066
2015-03-04,-0.004224959413430854,-0.018899224348789767,-0.016023461963600757,-0.008214792388202198
2015-03-05,0.0010939849139393323,-0.05129331089853277,0.0052853053790153015,0.0016908482052135402
2015-03-06,-0.014164426620837259,,,
2015-03-09,0.00413594038223141,,,
2015-03-10,-0.016355038559771305,-0.017869057796391082,-0.004772240047383026,-0.005117729137055929
2015-03-11,-0.002344432531643285,-0.026094084602104134,-0.0005459815255522786,-0.00138980143838521
2015-03-12,0.012633801097683302,-0.025436452578276977,0.0051248830387544166,0.00870342200550124
2015-03-13,-0.006151204214814741,0.014805133483303843,-0.019095167712406144,-0.014721551472009752
2015-03-16,0.0132721758177918,0.013930575802157374,0.0030597502333785517,-0.0016896819631506011
2015-03-17,-0.0029767929968865913,-0.003299256707184345,0.01165853046410193,0.01038809476984804
2015-03-18,0.011949977626246562,0.024805456581391012,0.004658975312881488,-0.0042965180681336585
2015-03-19,-0.0045722996778212255,-0.020189576641612358,-0.017709302392238273,-0.005917842938767325
2015-03-20,0.00878837751731306,-0.06383698426711491,-0.010946923618346129,-0.0074104331263360745
2015-03-23,-0.0019507152726821503,0.0007010325307188637,-0.008492724346304537,-0.002336203925268819
2015-03-24,-0.005634713425025274,-0.04295580725050746,-0.006392015208987624,-0.0009301819792756467
2015-03-25,-0.014762031055008814,-0.03954261713245321,-0.00116533610412359,-0.0014232834235154116
2015-03-26,-0.0023846568961902468,0.14299933096453374,-0.026477792046374002,-0.022362097108321904
2015-03-27,0.002287300548880659,-0.044511720722532545,0.011882636671530694,-8.990891811211022e-05
2015-03-30,0.012126007505754655,-0.01669021838975932,0.017414851429103498,0.017928732765285012
2015-03-31,-0.008777566028603096,0.01600030949997361,-0.008485520259732607,-0.00015306856794447524
2015-04-01,-0.003542825907749292,-0.058255084219762235,0.022333784711989924,0.011155307528727893
2015-04-02,0.003590809405700381,,,
2015-04-06,0.006710600706399194,,,
2015-04-07,-0.002649687811968589,-0.02220769254696422,-0.007344550211853092,4.6121183134830896e-05
2015-04-08,0.0033714097765406886,0.006993062074226347,-0.0028575591815406315,0.006227533157299894
2015-04-09,0.004413563908480422,0.004866168358759361,0.0246309728210867,0.007305870171212896
2015-04-10,0.005442368543512284,-0.011157706110875912,-0.003981291967161113,0.00023348090715570997
2015-04-13,-0.004533160000005705,0.01600030949997361,-0.0001382820150131972,0.0060916874846368065
2015-04-14,0.0019111258505762594,,,
2015-04-15,0.004476842768146156,,,
2015-04-16,-0.0002847423127480481,0.022320840584574217,-0.00424331609001025,
2015-04-17,-0.011570213275320785,0.0060020289068154,-0.01576446789316083,-0.011633232232741262
2015-04-20,0.009095314784295629,0.08045174502128824,-0.012771012010134225,-0.01851811663955681
2015-04-21,-0.0011919647880219654,0.043811473987741566,-0.00038654729624254666,-0.008362135754524264
2015-04-22,0.004902106475516369,0.01051402203168561,0.007590185784312775,0.006181825339152998
2015-04-23,0.002512742356031956,0.07228017505823765,0.00010416274705320708,-0.003731926202576211
2015-04-24,0.0023180438930824956,0.03244105810675932,-0.01344654504393362,-0.011141436198728826
2015-04-27,-0.004166782161817175,-0.019551525594307544,-0.013100820770592584,-0.011072202173819238
2015-04-28,0.0031740174519050103,-0.07361551958101528,0.026583012032559868,0.008703378361128562
2015-04-29,-0.004122928861109072,-0.00981249305637729,0.003086335941393499,-0.0055490174921902485
2015-04-30,-0.010071110413932645,-0.0005802279873282024,0.0019349845049953225,-0.007094495768480639
2015-05-01,0.010783096001570642,,,
2015-05-04,0.0028434915472873184,,,
2015-05-05,-0.01151824785896837,0.0028844060551348836,-0.0016148063596998908,-0.0008585577695799613
2015-05-06,-0.00412519725224967,0.12492589188895989,-0.037053034685294875,-0.027745365388399824
2015-05-07,0.003981705700354004,-0.0010173173776109859,-0.024031405209216695,-0.004915134139810429
2015-05-08,0.013079895451811395,-0.027865528711013946,0.023865589176950513,0.01651854271401412
2015-05-11,-0.004783831103847226,-0.02543865062496047,0.022400494917166745,0.016196034167464263
2015-05-12,-0.0029956499896268652,0.09808776425015747,-0.031882459207510885,-0.024107341992543527
2015-05-13,0.00019033532485857415,0.006789613753570549,0.026245537165423376,0.013262307208340643
2015-05-14,0.010373626331848894,0.00048321955849526995,0.001035533337144289,-0.0013669794296785854
2015-05-15,0.0010832863656919818,-0.0434422236238247,0.0036888829492014437,0.004627952191887896
2015-05-18,0.003101848054530601,-0.10189082196892534,0.013101704022744085,0.013380913913783618
2015-05-19,-0.0003282737338219757,0.020459703909846666,-0.0023121476114986183,-0.0009558345015271625
2015-05-20,-0.0007046069351604638,-0.030566489018210255,0.009462502699545365,0.006861656693210339
2015-05-21,0.002908249426363033,-0.01764916141147197,-0.0022661143860803275,-0.0002671534812630433
2015-05-22,-0.0023918910456419236,-0.026776866178080262,-0.004322507836740418,0.004496489481834225
2015-05-25,,-0.0011806646668514559,-0.005900775433767858,-0.010541322896106728
2015-05-26,,0.008235304757663367,0.00024287692147620493,-0.003698523791285403
2015-05-27,0.0094476081371758,0.012227284183891093,0.011367620043591433,-0.0005697510609127147
2015-05-28,-0.001129101249750496,-0.008718539768336931,-0.004847598643402806,-0.0018734224796336696
2015-05-29,-0.006232470783514573,-0.027820635764242176,0.01464366116092976,0.01368764678319723
2015-06-01,0.002034615714805666,0.014894526307199339,-0.005589486087465806,-2.9643593685729908e-05
2015-06-02,-0.0009930536510715966,-0.005336517485782723,-0.03496522721694816,-0.02363060893126965
2015-06-03,0.00264604130969006,0.040203522968076714,-0.014336870941810865,-0.012381404397236432
2015-06-04,-0.008482423177292472,0.034244187560888144,-0.00012421896788906913,-0.0005471860103022912
2015-06-05,-0.0017145622255951745,-0.001657039088007034,-0.009637540172440397,-0.001963603376990351
2015-06-08,-0.006168776244030638,0.0432733413604544,-0.006669297307478336,-0.008732148739867544
2015-06-09,-0.00014369264335553267,-0.047705477306126655,0.003281637869915443,-0.0027074902267056862
2015-06-10,0.011921734717105026,-0.053018988002896665,0.012350598693876058,0.012640440848079765
2015-06-11,0.003218466229307757,0.04185188342161402,-0.023013377119354212,-0.019777160752925255
2015-06-12,-0.0076845969234816125,-0.018702723275643228,0.012584942068245938,0.0022008448289133065
2015-06-15,-0.004294651844477071,0.00228576759677249,-0.0037077312023792637,0.0038757800540692557
2015-06-16,0.005437092436145125,-0.02017943228347964,0.008199989582612149,0.0041590853857635356
2015-06-17,0.001615624085887399,-0.025960191715941914,-0.0010457791279733,0.005483675969067097
2015-06-18,0.01034578073370375,-0.04336551742216286,0.008466072307594802,0.010211514727058937
2015-06-19,-0.004448936154767665,-0.059805687323111714,0.008272012388150106,0.006140443483030782
2015-06-22,0.005109593159332932,0.026162356761061673,0.025054211885397915,0.015460439332762258
2015-06-23,0.0007081744926771166,-0.029481323667348205,0.003095929133377408,0.003400157603319678
2015-06-24,-0.007289459178420798,0.05686286922324421,-0.0014037707715830897,-0.0024727884395158908
2015-06-25,-0.003045314695608456,0.000627957870686199,0.006910200337373486,0.004433532413488122
2015-06-26,-0.00019051537947349802,-0.010729044126564365,-0.006586315451268196,-0.0020144580738723343
2015-06-29,-0.02119325833204896,0.09323135845049382,-0.00711512051039729,-0.007509148581665224
2015-06-30,0.0020912079137999423,-0.02161924323240185,0.0030024230193379836,0.006004681365091595
2015-07-01,0.007983432259106816,-0.06591768978000402,0.015483890285300665,0.010052642911917523
2015-07-02,-0.0009157042320417235,-0.01846597867288055,0.0002126188283716103,-0.000964544764320111
2015-07-03,,0.04707483817084007,0.007723501179386837,0.004725404031422576
2015-07-06,,-0.017940413674015276,0.005085866962484429,0.004380543110671768
2015-07-07,0.0062688640657491395,0.017940413674015408,-0.00141669958702559,-0.001332779992604704
2015-07-08,-0.016919752255633646,0.08685816925203534,-0.01800020431129664,-0.017512752525573723
2015-07-09,0.0018075002517841086,-0.019870104037371775,0.002464003344548078,-0.004133821795005965
